title,category,slug,soc_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs_2024,projected_employment_2034,outlook_pct,outlook_desc,outlook_source,employment_change,exposure,exposure_rationale,url
7523 Woodworking-machine tool setters and operators (Level 4),7,7523-woodworking-machine-tool-setters-and-operators-level-4,7523,34020,wages_statfin,,Upper secondary,None,Vocational training,1490,,3,Stable,extras_csv,,7,"This occupation is a hybrid of physical camera operation and digital video editing. While camera operators have a physical barrier to AI due to the need for on-site equipment management and real-world positioning, editors work entirely in digital environments where AI is rapidly automating tasks like color grading, sound syncing, and even rough-cut generation. The rise of generative video and AI-driven post-production tools significantly increases the productivity of each worker, potentially reducing the total number of editors needed for complex projects.",
7523. Woodworking-machine tool setters and operators (Level 5),7,7523-woodworking-machine-tool-setters-and-operators-level-5,7523.,34020,wages_statfin,,Upper secondary,None,Vocational training,1490,,3,Stable,extras_csv,,7,"This occupation is a hybrid of physical camera operation and digital video editing. While camera operators have a physical barrier to AI due to the need for on-site equipment management and real-world positioning, editors work entirely in digital environments where AI is rapidly automating tasks like color grading, sound syncing, and even rough-cut generation. The rise of generative video and AI-driven post-production tools significantly increases the productivity of each worker, potentially reducing the total number of editors needed for complex projects.",
753 Garment and related trades workers (Level 3),7,753-garment-and-related-trades-workers-level-3,753,32352,wages_statfin,,Upper secondary,None,Vocational training,2995,,3,Below average,,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
753.  (Not more specifically classified) Garment and related trades workers (Level 4),7,753-not-more-specifically-classified-garment-and-related-trades-workers-level-4,753.,,,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
753.. (Not more specifically classified) Garment and related trades workers (Level 5),7,753-not-more-specifically-classified-garment-and-related-trades-workers-level-5,753..,32352,wages_statfin,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
"7531 Tailors, dressmakers, furriers and hatters (Level 4)",7,7531-tailors-dressmakers-furriers-and-hatters-level-4,7531,33768,wages_statfin,,Upper secondary,None,Vocational training,991,,3,Stable,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
"7531. Tailors, dressmakers, furriers and hatters (Level 5)",7,7531-tailors-dressmakers-furriers-and-hatters-level-5,7531.,33768,wages_statfin,,Upper secondary,None,Vocational training,991,,3,Stable,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7532 Garment and related pattern-makers and cutters (Level 4),7,7532-garment-and-related-pattern-makers-and-cutters-level-4,7532,32352,inferred,,Upper secondary,None,Vocational training,81,,4,Below average,extras_csv,,2,"The core of this occupation involves manual dexterity, physical strength, and real-time interaction with physical products in a cold, unpredictable environment. While AI can assist with peripheral tasks like inventory tracking and sales forecasting, the primary duties of cutting, deboning, and handling meat are resistant to digital automation and require specialized robotics rather than AI software.",
7532. Garment and related pattern-makers and cutters (Level 5),7,7532-garment-and-related-pattern-makers-and-cutters-level-5,7532.,,,,Upper secondary,None,Vocational training,81,,4,Below average,extras_csv,,2,"The core of this occupation involves manual dexterity, physical strength, and real-time interaction with physical products in a cold, unpredictable environment. While AI can assist with peripheral tasks like inventory tracking and sales forecasting, the primary duties of cutting, deboning, and handling meat are resistant to digital automation and require specialized robotics rather than AI software.",
"7533 Sewing, embroidery and related workers (Level 4)",7,7533-sewing-embroidery-and-related-workers-level-4,7533,29940,wages_statfin,,Upper secondary,None,Vocational training,821,,3,Stable,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
"7533. Sewing, embroidery and related workers (Level 5)",7,7533-sewing-embroidery-and-related-workers-level-5,7533.,29940,wages_statfin,,Upper secondary,None,Vocational training,821,,3,Stable,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
7534 Upholsterers and related workers (Level 4),7,7534-upholsterers-and-related-workers-level-4,7534,32100,wages_statfin,,Upper secondary,None,Vocational training,762,,4,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
